Logger,Date,Time,D,Day,PAR,Temperature
A,20/10/2021, 12:30:00,14,13.1875,58,12.9
A,20/10/2021, 12:40:00,14,13.19444444,57,12.9
A,20/10/2021, 12:50:00,14,13.20138889,122,12.8
A,20/10/2021, 13:00:00,14,13.20833333,399,12.8
A,20/10/2021, 13:10:00,14,13.21527778,503,12.8
A,20/10/2021, 13:20:00,14,13.22222222,733,12.8
A,20/10/2021, 13:30:00,14,13.22916667,1022,12.9
A,20/10/2021, 13:40:00,14,13.23611111,768,12.9
A,20/10/2021, 13:50:00,14,13.24305556,888,12.8
A,20/10/2021, 14:00:00,14,13.25,449,12.8
A,20/10/2021, 14:10:00,14,13.25694444,635,12.8
A,20/10/2021, 14:20:00,14,13.26388889,766,12.8
A,20/10/2021, 14:30:00,14,13.27083333,896,12.8
A,20/10/2021, 14:40:00,14,13.27777778,908,12.8
A,20/10/2021, 14:50:00,14,13.28472222,931,12.8
A,20/10/2021, 15:00:00,14,13.29166667,956,12.8
A,20/10/2021, 15:10:00,14,13.29861111,982,12.8
A,20/10/2021, 15:20:00,14,13.30555556,384,12.8
A,20/10/2021, 15:30:00,14,13.3125,323,12.8
A,20/10/2021, 15:40:00,14,13.31944444,486,12.8
A,20/10/2021, 15:50:00,14,13.32638889,474,12.8
A,20/10/2021, 16:00:00,14,13.33333333,270,12.8
A,20/10/2021, 16:10:00,14,13.34027778,256,12.8
A,20/10/2021, 16:20:00,14,13.34722222,292,12.8
A,20/10/2021, 16:30:00,14,13.35416667,226,12.8
A,20/10/2021, 16:40:00,14,13.36111111,172,12.8
A,20/10/2021, 16:50:00,14,13.36805556,137,12.8
A,20/10/2021, 17:00:00,14,13.375,94,12.8
A,20/10/2021, 17:10:00,14,13.38194444,58,12.8
A,20/10/2021, 17:20:00,14,13.38888889,28,12.8
A,20/10/2021, 17:30:00,14,13.39583333,9,12.8
A,20/10/2021, 17:40:00,14,13.40277778,2,12.8
A,20/10/2021, 17:50:00,14,13.40972222,0,12.8
A,20/10/2021, 18:00:00,14,13.41666667,0,12.8
A,20/10/2021, 18:10:00,14,13.42361111,0,12.8
A,20/10/2021, 18:20:00,14,13.43055556,0,12.8
A,20/10/2021, 18:30:00,14,13.4375,0,12.8
A,20/10/2021, 18:40:00,14,13.44444444,0,12.7
A,20/10/2021, 18:50:00,14,13.45138889,0,12.7
A,20/10/2021, 19:00:00,14,13.45833333,0,12.7
A,20/10/2021, 19:10:00,14,13.46527778,0,12.7
A,20/10/2021, 19:20:00,14,13.47222222,0,12.7
A,20/10/2021, 19:30:00,14,13.47916667,0,12.7
A,20/10/2021, 19:40:00,14,13.48611111,0,12.7
A,20/10/2021, 19:50:00,14,13.49305556,0,12.7
A,20/10/2021, 20:00:00,14,13.5,0,12.7
A,20/10/2021, 20:10:00,14,13.50694444,0,12.7
A,20/10/2021, 20:20:00,14,13.51388889,0,12.7
A,20/10/2021, 20:30:00,14,13.52083333,0,12.7
A,20/10/2021, 20:40:00,14,13.52777778,0,12.7
A,20/10/2021, 20:50:00,14,13.53472222,0,12.7
A,20/10/2021, 21:00:00,14,13.54166667,0,12.7
A,20/10/2021, 21:10:00,14,13.54861111,0,12.8
A,20/10/2021, 21:20:00,14,13.55555556,0,12.8
A,20/10/2021, 21:30:00,14,13.5625,0,12.8
A,20/10/2021, 21:40:00,14,13.56944444,0,12.8
A,20/10/2021, 21:50:00,14,13.57638889,0,12.8
A,20/10/2021, 22:00:00,14,13.58333333,0,12.8
A,20/10/2021, 22:10:00,14,13.59027778,0,12.8
A,20/10/2021, 22:20:00,14,13.59722222,0,12.8
A,20/10/2021, 22:30:00,14,13.60416667,0,12.7
A,20/10/2021, 22:40:00,14,13.61111111,0,12.8
A,20/10/2021, 22:50:00,14,13.61805556,0,12.7
A,20/10/2021, 23:00:00,14,13.625,0,12.7
A,20/10/2021, 23:10:00,14,13.63194444,0,12.7
A,20/10/2021, 23:20:00,14,13.63888889,0,12.7
A,20/10/2021, 23:30:00,14,13.64583333,0,12.7
A,20/10/2021, 23:40:00,14,13.65277778,0,12.7
A,20/10/2021, 23:50:00,14,13.65972222,0,12.7
A,20/10/2021, 24:00:00,14,13.66666667,0,12.7
A,21/10/2021, 00:10:00,14,13.67361111,0,12.7
A,21/10/2021, 00:20:00,14,13.68055556,0,12.7
A,21/10/2021, 00:30:00,14,13.6875,0,12.7
A,21/10/2021, 00:40:00,14,13.69444444,0,12.7
A,21/10/2021, 00:50:00,14,13.70138889,0,12.7
A,21/10/2021, 01:00:00,14,13.70833333,0,12.6
A,21/10/2021, 01:10:00,14,13.71527778,0,12.6
A,21/10/2021, 01:20:00,14,13.72222222,0,12.7
A,21/10/2021, 01:30:00,14,13.72916667,0,12.7
A,21/10/2021, 01:40:00,14,13.73611111,0,12.7
A,21/10/2021, 01:50:00,14,13.74305556,0,12.7
A,21/10/2021, 02:00:00,14,13.75,0,12.7
A,21/10/2021, 02:10:00,14,13.75694444,0,12.7
A,21/10/2021, 02:20:00,14,13.76388889,0,12.7
A,21/10/2021, 02:30:00,14,13.77083333,0,12.7
A,21/10/2021, 02:40:00,14,13.77777778,0,12.7
A,21/10/2021, 02:50:00,14,13.78472222,0,12.7
A,21/10/2021, 03:00:00,14,13.79166667,0,12.7
A,21/10/2021, 03:10:00,14,13.79861111,0,12.6
A,21/10/2021, 03:20:00,14,13.80555556,0,12.6
A,21/10/2021, 03:30:00,14,13.8125,0,12.6
A,21/10/2021, 03:40:00,14,13.81944444,0,12.6
A,21/10/2021, 03:50:00,14,13.82638889,0,12.6
A,21/10/2021, 04:00:00,14,13.83333333,0,12.6
A,21/10/2021, 04:10:00,14,13.84027778,0,12.6
A,21/10/2021, 04:20:00,14,13.84722222,0,12.6
A,21/10/2021, 04:30:00,14,13.85416667,0,12.6
A,21/10/2021, 04:40:00,14,13.86111111,0,12.6
A,21/10/2021, 04:50:00,14,13.86805556,0,12.5
A,21/10/2021, 05:00:00,14,13.875,0,12.5
A,21/10/2021, 05:10:00,14,13.88194444,0,12.5
A,21/10/2021, 05:20:00,14,13.88888889,0,12.5
A,21/10/2021, 05:30:00,14,13.89583333,0,12.5
A,21/10/2021, 05:40:00,14,13.90277778,0,12.5
A,21/10/2021, 05:50:00,14,13.90972222,0,12.5
A,21/10/2021, 06:00:00,14,13.91666667,0,12.5
A,21/10/2021, 06:10:00,14,13.92361111,0,12.5
A,21/10/2021, 06:20:00,14,13.93055556,0,12.5
A,21/10/2021, 06:30:00,14,13.9375,0,12.5
A,21/10/2021, 06:40:00,14,13.94444444,0,12.5
A,21/10/2021, 06:50:00,14,13.95138889,5,12.5
A,21/10/2021, 07:00:00,14,13.95833333,19,12.5
A,21/10/2021, 07:10:00,14,13.96527778,47,12.4
A,21/10/2021, 07:20:00,14,13.97222222,89,12.4
A,21/10/2021, 07:30:00,14,13.97916667,126,12.3
A,21/10/2021, 07:40:00,14,13.98611111,120,12.4
A,21/10/2021, 07:50:00,14,13.99305556,89,12.4
A,21/10/2021, 08:00:00,14,14,95,12.4
A,21/10/2021, 08:10:00,15,14.00694444,52,12.4
A,21/10/2021, 08:20:00,15,14.01388889,19,12.4
A,21/10/2021, 08:30:00,15,14.02083333,38,12.4
A,21/10/2021, 08:40:00,15,14.02777778,29,12.4
A,21/10/2021, 08:50:00,15,14.03472222,22,12.4
A,21/10/2021, 09:00:00,15,14.04166667,194,12.4
A,21/10/2021, 09:10:00,15,14.04861111,137,12.5
A,21/10/2021, 09:20:00,15,14.05555556,126,12.5
A,21/10/2021, 09:30:00,15,14.0625,132,12.5
A,21/10/2021, 09:40:00,15,14.06944444,225,12.5
A,21/10/2021, 09:50:00,15,14.07638889,204,12.5
A,21/10/2021, 10:00:00,15,14.08333333,575,12.5
A,21/10/2021, 10:10:00,15,14.09027778,853,12.5
A,21/10/2021, 10:20:00,15,14.09722222,789,12.5
A,21/10/2021, 10:30:00,15,14.10416667,1206,12.6
A,21/10/2021, 10:40:00,15,14.11111111,1001,12.6
A,21/10/2021, 10:50:00,15,14.11805556,987,12.6
A,21/10/2021, 11:00:00,15,14.125,1060,12.6
A,21/10/2021, 11:10:00,15,14.13194444,1031,12.6
A,21/10/2021, 11:20:00,15,14.13888889,940,12.6
A,21/10/2021, 11:30:00,15,14.14583333,569,12.6
A,21/10/2021, 11:40:00,15,14.15277778,908,12.6
A,21/10/2021, 11:50:00,15,14.15972222,972,12.6
A,21/10/2021, 12:00:00,15,14.16666667,844,12.6
A,21/10/2021, 12:10:00,15,14.17361111,800,12.6
A,21/10/2021, 12:20:00,15,14.18055556,1020,12.6
A,21/10/2021, 12:30:00,15,14.1875,812,12.6
A,21/10/2021, 12:40:00,15,14.19444444,535,12.7
A,21/10/2021, 12:50:00,15,14.20138889,449,12.7
A,21/10/2021, 13:00:00,15,14.20833333,237,12.7
A,21/10/2021, 13:10:00,15,14.21527778,401,12.7
A,21/10/2021, 13:20:00,15,14.22222222,1301,12.7
A,21/10/2021, 13:30:00,15,14.22916667,1130,12.5
A,21/10/2021, 13:40:00,15,14.23611111,829,12.7
A,21/10/2021, 13:50:00,15,14.24305556,861,12.7
A,21/10/2021, 14:00:00,15,14.25,928,12.7
A,21/10/2021, 14:10:00,15,14.25694444,300,12.7
A,21/10/2021, 14:20:00,15,14.26388889,425,12.7
A,21/10/2021, 14:30:00,15,14.27083333,382,12.7
A,21/10/2021, 14:40:00,15,14.27777778,418,12.7
A,21/10/2021, 14:50:00,15,14.28472222,671,12.6
A,21/10/2021, 15:00:00,15,14.29166667,748,12.6
A,21/10/2021, 15:10:00,15,14.29861111,673,12.6
A,21/10/2021, 15:20:00,15,14.30555556,618,12.6
A,21/10/2021, 15:30:00,15,14.3125,568,12.6
A,21/10/2021, 15:40:00,15,14.31944444,565,12.6
A,21/10/2021, 15:50:00,15,14.32638889,369,12.6
A,21/10/2021, 16:00:00,15,14.33333333,302,12.6
A,21/10/2021, 16:10:00,15,14.34027778,226,12.6
A,21/10/2021, 16:20:00,15,14.34722222,177,12.6
A,21/10/2021, 16:30:00,15,14.35416667,158,12.6
A,21/10/2021, 16:40:00,15,14.36111111,147,12.6
A,21/10/2021, 16:50:00,15,14.36805556,98,12.6
A,21/10/2021, 17:00:00,15,14.375,57,12.5
A,21/10/2021, 17:10:00,15,14.38194444,42,12.5
A,21/10/2021, 17:20:00,15,14.38888889,25,12.5
A,21/10/2021, 17:30:00,15,14.39583333,7,12.5
A,21/10/2021, 17:40:00,15,14.40277778,1,12.5
A,21/10/2021, 17:50:00,15,14.40972222,0,12.5
A,21/10/2021, 18:00:00,15,14.41666667,0,12.5
A,21/10/2021, 18:10:00,15,14.42361111,0,12.5
A,21/10/2021, 18:20:00,15,14.43055556,0,12.5
A,21/10/2021, 18:30:00,15,14.4375,0,12.5
A,21/10/2021, 18:40:00,15,14.44444444,0,12.5
A,21/10/2021, 18:50:00,15,14.45138889,0,12.4
A,21/10/2021, 19:00:00,15,14.45833333,0,12.4
A,21/10/2021, 19:10:00,15,14.46527778,0,12.4
A,21/10/2021, 19:20:00,15,14.47222222,0,12.4
A,21/10/2021, 19:30:00,15,14.47916667,0,12.4
A,21/10/2021, 19:40:00,15,14.48611111,0,12.4
A,21/10/2021, 19:50:00,15,14.49305556,0,12.4
A,21/10/2021, 20:00:00,15,14.5,0,12.4
A,21/10/2021, 20:10:00,15,14.50694444,0,12.4
A,21/10/2021, 20:20:00,15,14.51388889,0,12.4
A,21/10/2021, 20:30:00,15,14.52083333,0,12.4
A,21/10/2021, 20:40:00,15,14.52777778,0,12.4
A,21/10/2021, 20:50:00,15,14.53472222,0,12.4
A,21/10/2021, 21:00:00,15,14.54166667,0,12.4
A,21/10/2021, 21:10:00,15,14.54861111,0,12.4
A,21/10/2021, 21:20:00,15,14.55555556,0,12.5
A,21/10/2021, 21:30:00,15,14.5625,0,12.5
A,21/10/2021, 21:40:00,15,14.56944444,0,12.5
A,21/10/2021, 21:50:00,15,14.57638889,0,12.5
A,21/10/2021, 22:00:00,15,14.58333333,0,12.5
A,21/10/2021, 22:10:00,15,14.59027778,0,12.5
A,21/10/2021, 22:20:00,15,14.59722222,0,12.5
A,21/10/2021, 22:30:00,15,14.60416667,0,12.5
A,21/10/2021, 22:40:00,15,14.61111111,0,12.5
A,21/10/2021, 22:50:00,15,14.61805556,0,12.5
A,21/10/2021, 23:00:00,15,14.625,0,12.5
A,21/10/2021, 23:10:00,15,14.63194444,0,12.5
A,21/10/2021, 23:20:00,15,14.63888889,0,12.5
A,21/10/2021, 23:30:00,15,14.64583333,0,12.5
A,21/10/2021, 23:40:00,15,14.65277778,0,12.5
A,21/10/2021, 23:50:00,15,14.65972222,0,12.5
A,21/10/2021, 24:00:00,15,14.66666667,0,12.5
A,22/10/2021, 00:10:00,15,14.67361111,0,12.5
A,22/10/2021, 00:20:00,15,14.68055556,0,12.6
A,22/10/2021, 00:30:00,15,14.6875,0,12.6
A,22/10/2021, 00:40:00,15,14.69444444,0,12.6
A,22/10/2021, 00:50:00,15,14.70138889,0,12.5
A,22/10/2021, 01:00:00,15,14.70833333,0,12.5
A,22/10/2021, 01:10:00,15,14.71527778,0,12.6
A,22/10/2021, 01:20:00,15,14.72222222,0,12.6
A,22/10/2021, 01:30:00,15,14.72916667,0,12.5
A,22/10/2021, 01:40:00,15,14.73611111,0,12.5
A,22/10/2021, 01:50:00,15,14.74305556,0,12.5
A,22/10/2021, 02:00:00,15,14.75,0,12.6
A,22/10/2021, 02:10:00,15,14.75694444,0,12.6
A,22/10/2021, 02:20:00,15,14.76388889,0,12.6
A,22/10/2021, 02:30:00,15,14.77083333,0,12.6
A,22/10/2021, 02:40:00,15,14.77777778,0,12.6
A,22/10/2021, 02:50:00,15,14.78472222,0,12.5
A,22/10/2021, 03:00:00,15,14.79166667,0,12.5
A,22/10/2021, 03:10:00,15,14.79861111,0,12.5
A,22/10/2021, 03:20:00,15,14.80555556,0,12.5
A,22/10/2021, 03:30:00,15,14.8125,0,12.5
A,22/10/2021, 03:40:00,15,14.81944444,0,12.5
A,22/10/2021, 03:50:00,15,14.82638889,0,12.5
A,22/10/2021, 04:00:00,15,14.83333333,0,12.5
A,22/10/2021, 04:10:00,15,14.84027778,0,12.5
A,22/10/2021, 04:20:00,15,14.84722222,0,12.5
A,22/10/2021, 04:30:00,15,14.85416667,0,12.5
A,22/10/2021, 04:40:00,15,14.86111111,0,12.5
A,22/10/2021, 04:50:00,15,14.86805556,0,12.5
A,22/10/2021, 05:00:00,15,14.875,0,12.5
A,22/10/2021, 05:10:00,15,14.88194444,0,12.5
A,22/10/2021, 05:20:00,15,14.88888889,0,12.4
A,22/10/2021, 05:30:00,15,14.89583333,0,12.4
A,22/10/2021, 05:40:00,15,14.90277778,0,12.4
A,22/10/2021, 05:50:00,15,14.90972222,0,12.4
A,22/10/2021, 06:00:00,15,14.91666667,0,12.4
A,22/10/2021, 06:10:00,15,14.92361111,0,12.4
A,22/10/2021, 06:20:00,15,14.93055556,0,12.4
A,22/10/2021, 06:30:00,15,14.9375,0,12.4
A,22/10/2021, 06:40:00,15,14.94444444,0,12.4
A,22/10/2021, 06:50:00,15,14.95138889,3,12.4
A,22/10/2021, 07:00:00,15,14.95833333,13,12.4
A,22/10/2021, 07:10:00,15,14.96527778,38,12.4
A,22/10/2021, 07:20:00,15,14.97222222,81,12.3
A,22/10/2021, 07:30:00,15,14.97916667,146,12.3
A,22/10/2021, 07:40:00,15,14.98611111,261,12.3
A,22/10/2021, 07:50:00,15,14.99305556,329,12.3
A,22/10/2021, 08:00:00,15,15,263,12.3
A,22/10/2021, 08:10:00,16,15.00694444,164,12.3
A,22/10/2021, 08:20:00,16,15.01388889,177,12.3
A,22/10/2021, 08:30:00,16,15.02083333,59,12.3
A,22/10/2021, 08:40:00,16,15.02777778,24,12.3
A,22/10/2021, 08:50:00,16,15.03472222,38,12.4
A,22/10/2021, 09:00:00,16,15.04166667,42,12.4
A,22/10/2021, 09:10:00,16,15.04861111,75,12.4
A,22/10/2021, 09:20:00,16,15.05555556,155,12.4
A,22/10/2021, 09:30:00,16,15.0625,128,12.4
A,22/10/2021, 09:40:00,16,15.06944444,245,12.4
A,22/10/2021, 09:50:00,16,15.07638889,251,12.5
A,22/10/2021, 10:00:00,16,15.08333333,320,12.5
A,22/10/2021, 10:10:00,16,15.09027778,444,12.5
A,22/10/2021, 10:20:00,16,15.09722222,871,12.5
A,22/10/2021, 10:30:00,16,15.10416667,1085,12.5
A,22/10/2021, 10:40:00,16,15.11111111,1226,12.5
A,22/10/2021, 10:50:00,16,15.11805556,1325,12.5
A,22/10/2021, 11:00:00,16,15.125,1270,12.5
A,22/10/2021, 11:10:00,16,15.13194444,1165,12.5
A,22/10/2021, 11:20:00,16,15.13888889,1233,12.5
A,22/10/2021, 11:30:00,16,15.14583333,1083,12.5
A,22/10/2021, 11:40:00,16,15.15277778,891,12.5
A,22/10/2021, 11:50:00,16,15.15972222,804,12.5
A,22/10/2021, 12:00:00,16,15.16666667,715,12.5
A,22/10/2021, 12:10:00,16,15.17361111,972,12.6
A,22/10/2021, 12:20:00,16,15.18055556,1129,12.6
A,22/10/2021, 12:30:00,16,15.1875,1215,12.6
A,22/10/2021, 12:40:00,16,15.19444444,1074,12.6
A,22/10/2021, 12:50:00,16,15.20138889,1167,12.6
A,22/10/2021, 13:00:00,16,15.20833333,1017,12.6
A,22/10/2021, 13:10:00,16,15.21527778,991,12.6
A,22/10/2021, 13:20:00,16,15.22222222,847,12.6
A,22/10/2021, 13:30:00,16,15.22916667,476,12.6
A,22/10/2021, 13:40:00,16,15.23611111,230,12.6
A,22/10/2021, 13:50:00,16,15.24305556,542,12.6
A,22/10/2021, 14:00:00,16,15.25,164,12.6
A,22/10/2021, 14:10:00,16,15.25694444,568,12.6
A,22/10/2021, 14:20:00,16,15.26388889,616,12.6
A,22/10/2021, 14:30:00,16,15.27083333,602,12.7
A,22/10/2021, 14:40:00,16,15.27777778,712,12.7
A,22/10/2021, 14:50:00,16,15.28472222,804,12.6
A,22/10/2021, 15:00:00,16,15.29166667,655,12.6
A,22/10/2021, 15:10:00,16,15.29861111,527,12.6
A,22/10/2021, 15:20:00,16,15.30555556,493,12.6
A,22/10/2021, 15:30:00,16,15.3125,453,12.5
A,22/10/2021, 15:40:00,16,15.31944444,343,12.5
A,22/10/2021, 15:50:00,16,15.32638889,275,12.5
A,22/10/2021, 16:00:00,16,15.33333333,261,12.5
A,22/10/2021, 16:10:00,16,15.34027778,198,12.5
A,22/10/2021, 16:20:00,16,15.34722222,132,12.6
A,22/10/2021, 16:30:00,16,15.35416667,90,12.5
A,22/10/2021, 16:40:00,16,15.36111111,55,12.5
A,22/10/2021, 16:50:00,16,15.36805556,23,12.5
A,22/10/2021, 17:00:00,16,15.375,30,12.5
A,22/10/2021, 17:10:00,16,15.38194444,15,12.5
A,22/10/2021, 17:20:00,16,15.38888889,7,12.5
A,22/10/2021, 17:30:00,16,15.39583333,1,12.5
A,22/10/2021, 17:40:00,16,15.40277778,0,12.5
A,22/10/2021, 17:50:00,16,15.40972222,0,12.5
A,22/10/2021, 18:00:00,16,15.41666667,0,12.5
A,22/10/2021, 18:10:00,16,15.42361111,0,12.5
A,22/10/2021, 18:20:00,16,15.43055556,0,12.5
A,22/10/2021, 18:30:00,16,15.4375,0,12.5
A,22/10/2021, 18:40:00,16,15.44444444,0,12.5
A,22/10/2021, 18:50:00,16,15.45138889,0,12.5
A,22/10/2021, 19:00:00,16,15.45833333,0,12.5
A,22/10/2021, 19:10:00,16,15.46527778,0,12.5
A,22/10/2021, 19:20:00,16,15.47222222,0,12.5
A,22/10/2021, 19:30:00,16,15.47916667,0,12.5
A,22/10/2021, 19:40:00,16,15.48611111,0,12.5
A,22/10/2021, 19:50:00,16,15.49305556,0,12.5
A,22/10/2021, 20:00:00,16,15.5,0,12.4
A,22/10/2021, 20:10:00,16,15.50694444,0,12.4
A,22/10/2021, 20:20:00,16,15.51388889,0,12.4
A,22/10/2021, 20:30:00,16,15.52083333,0,12.4
A,22/10/2021, 20:40:00,16,15.52777778,0,12.4
A,22/10/2021, 20:50:00,16,15.53472222,0,12.4
A,22/10/2021, 21:00:00,16,15.54166667,0,12.4
A,22/10/2021, 21:10:00,16,15.54861111,0,12.4
A,22/10/2021, 21:20:00,16,15.55555556,0,12.4
A,22/10/2021, 21:30:00,16,15.5625,0,12.4
A,22/10/2021, 21:40:00,16,15.56944444,0,12.4
A,22/10/2021, 21:50:00,16,15.57638889,0,12.4
A,22/10/2021, 22:00:00,16,15.58333333,0,12.4
A,22/10/2021, 22:10:00,16,15.59027778,0,12.5
A,22/10/2021, 22:20:00,16,15.59722222,0,12.5
A,22/10/2021, 22:30:00,16,15.60416667,0,12.5
A,22/10/2021, 22:40:00,16,15.61111111,0,12.5
A,22/10/2021, 22:50:00,16,15.61805556,0,12.5
A,22/10/2021, 23:00:00,16,15.625,0,12.5
A,22/10/2021, 23:10:00,16,15.63194444,0,12.5
A,22/10/2021, 23:20:00,16,15.63888889,0,12.6
A,22/10/2021, 23:30:00,16,15.64583333,0,12.6
A,22/10/2021, 23:40:00,16,15.65277778,0,12.6
A,22/10/2021, 23:50:00,16,15.65972222,0,12.6
A,22/10/2021, 24:00:00,16,15.66666667,0,12.6
A,23/10/2021, 00:10:00,16,15.67361111,0,12.6
A,23/10/2021, 00:20:00,16,15.68055556,0,12.6
A,23/10/2021, 00:30:00,16,15.6875,0,12.6
A,23/10/2021, 00:40:00,16,15.69444444,0,12.6
A,23/10/2021, 00:50:00,16,15.70138889,0,12.6
A,23/10/2021, 01:00:00,16,15.70833333,0,12.6
A,23/10/2021, 01:10:00,16,15.71527778,0,12.6
A,23/10/2021, 01:20:00,16,15.72222222,0,12.6
A,23/10/2021, 01:30:00,16,15.72916667,0,12.6
A,23/10/2021, 01:40:00,16,15.73611111,0,12.6
A,23/10/2021, 01:50:00,16,15.74305556,0,12.6
A,23/10/2021, 02:00:00,16,15.75,0,12.6
A,23/10/2021, 02:10:00,16,15.75694444,0,12.5
A,23/10/2021, 02:20:00,16,15.76388889,0,12.5
A,23/10/2021, 02:30:00,16,15.77083333,0,12.6
A,23/10/2021, 02:40:00,16,15.77777778,0,12.6
A,23/10/2021, 02:50:00,16,15.78472222,0,12.6
A,23/10/2021, 03:00:00,16,15.79166667,0,12.6
A,23/10/2021, 03:10:00,16,15.79861111,0,12.6
A,23/10/2021, 03:20:00,16,15.80555556,0,12.6
A,23/10/2021, 03:30:00,16,15.8125,0,12.5
A,23/10/2021, 03:40:00,16,15.81944444,0,12.5
A,23/10/2021, 03:50:00,16,15.82638889,0,12.5
A,23/10/2021, 04:00:00,16,15.83333333,0,12.5
A,23/10/2021, 04:10:00,16,15.84027778,0,12.5
A,23/10/2021, 04:20:00,16,15.84722222,0,12.5
A,23/10/2021, 04:30:00,16,15.85416667,0,12.5
A,23/10/2021, 04:40:00,16,15.86111111,0,12.5
A,23/10/2021, 04:50:00,16,15.86805556,0,12.5
A,23/10/2021, 05:00:00,16,15.875,0,12.5
A,23/10/2021, 05:10:00,16,15.88194444,0,12.5
A,23/10/2021, 05:20:00,16,15.88888889,0,12.5
A,23/10/2021, 05:30:00,16,15.89583333,0,12.5
A,23/10/2021, 05:40:00,16,15.90277778,0,12.5
A,23/10/2021, 05:50:00,16,15.90972222,0,12.5
A,23/10/2021, 06:00:00,16,15.91666667,0,12.5
A,23/10/2021, 06:10:00,16,15.92361111,0,12.4
A,23/10/2021, 06:20:00,16,15.93055556,0,12.4
A,23/10/2021, 06:30:00,16,15.9375,0,12.4
A,23/10/2021, 06:40:00,16,15.94444444,0,12.5
A,23/10/2021, 06:50:00,16,15.95138889,1,12.4
A,23/10/2021, 07:00:00,16,15.95833333,10,12.4
A,23/10/2021, 07:10:00,16,15.96527778,28,12.4
A,23/10/2021, 07:20:00,16,15.97222222,47,12.4
A,23/10/2021, 07:30:00,16,15.97916667,76,12.4
A,23/10/2021, 07:40:00,16,15.98611111,110,12.4
A,23/10/2021, 07:50:00,16,15.99305556,172,12.4
A,23/10/2021, 08:00:00,16,16,211,12.4
A,23/10/2021, 08:10:00,17,16.00694444,245,12.3
A,23/10/2021, 08:20:00,17,16.01388889,305,12.4
A,23/10/2021, 08:30:00,17,16.02083333,284,12.4
A,23/10/2021, 08:40:00,17,16.02777778,125,12.4
A,23/10/2021, 08:50:00,17,16.03472222,131,12.4
A,23/10/2021, 09:00:00,17,16.04166667,45,12.4
A,23/10/2021, 09:10:00,17,16.04861111,97,12.4
A,23/10/2021, 09:20:00,17,16.05555556,49,12.4
A,23/10/2021, 09:30:00,17,16.0625,78,12.3
A,23/10/2021, 09:40:00,17,16.06944444,99,12.4
A,23/10/2021, 09:50:00,17,16.07638889,34,12.4
A,23/10/2021, 10:00:00,17,16.08333333,32,12.4
A,23/10/2021, 10:10:00,17,16.09027778,69,12.4
A,23/10/2021, 10:20:00,17,16.09722222,322,12.4
A,23/10/2021, 10:30:00,17,16.10416667,386,12.5
A,23/10/2021, 10:40:00,17,16.11111111,313,12.5
A,23/10/2021, 10:50:00,17,16.11805556,255,12.5
A,23/10/2021, 11:00:00,17,16.125,196,12.5
A,23/10/2021, 11:10:00,17,16.13194444,256,12.5
A,23/10/2021, 11:20:00,17,16.13888889,235,12.5
A,23/10/2021, 11:30:00,17,16.14583333,250,12.5
A,23/10/2021, 11:40:00,17,16.15277778,328,12.5
A,23/10/2021, 11:50:00,17,16.15972222,211,12.5
A,23/10/2021, 12:00:00,17,16.16666667,208,12.5
A,23/10/2021, 12:10:00,17,16.17361111,202,12.5
A,23/10/2021, 12:20:00,17,16.18055556,228,12.5
A,23/10/2021, 12:30:00,17,16.1875,195,12.5
A,23/10/2021, 12:40:00,17,16.19444444,168,12.5
A,23/10/2021, 12:50:00,17,16.20138889,270,12.6
A,23/10/2021, 13:00:00,17,16.20833333,586,12.6
A,23/10/2021, 13:10:00,17,16.21527778,325,12.6
A,23/10/2021, 13:20:00,17,16.22222222,219,12.6
A,23/10/2021, 13:30:00,17,16.22916667,221,12.6
A,23/10/2021, 13:40:00,17,16.23611111,200,12.6
A,23/10/2021, 13:50:00,17,16.24305556,168,12.5
A,23/10/2021, 14:00:00,17,16.25,92,12.5
A,23/10/2021, 14:10:00,17,16.25694444,134,12.5
A,23/10/2021, 14:20:00,17,16.26388889,285,12.6
A,23/10/2021, 14:30:00,17,16.27083333,343,12.5
A,23/10/2021, 14:40:00,17,16.27777778,310,12.5
A,23/10/2021, 14:50:00,17,16.28472222,217,12.5
A,23/10/2021, 15:00:00,17,16.29166667,127,12.5
A,23/10/2021, 15:10:00,17,16.29861111,92,12.5
A,23/10/2021, 15:20:00,17,16.30555556,112,12.5
A,23/10/2021, 15:30:00,17,16.3125,86,12.5
A,23/10/2021, 15:40:00,17,16.31944444,77,12.5
A,23/10/2021, 15:50:00,17,16.32638889,73,12.4
A,23/10/2021, 16:00:00,17,16.33333333,48,12.4
A,23/10/2021, 16:10:00,17,16.34027778,40,12.4
A,23/10/2021, 16:20:00,17,16.34722222,67,12.5
A,23/10/2021, 16:30:00,17,16.35416667,64,12.4
A,23/10/2021, 16:40:00,17,16.36111111,49,12.4
A,23/10/2021, 16:50:00,17,16.36805556,20,12.4
A,23/10/2021, 17:00:00,17,16.375,10,12.4
A,23/10/2021, 17:10:00,17,16.38194444,8,12.4
A,23/10/2021, 17:20:00,17,16.38888889,3,12.4
A,23/10/2021, 17:30:00,17,16.39583333,0,12.4
A,23/10/2021, 17:40:00,17,16.40277778,0,12.4
A,23/10/2021, 17:50:00,17,16.40972222,0,12.4
A,23/10/2021, 18:00:00,17,16.41666667,0,12.4
A,23/10/2021, 18:10:00,17,16.42361111,0,12.4
A,23/10/2021, 18:20:00,17,16.43055556,0,12.4
